NEIGHBORID,Pet,Pet_tag,StoreCard,No_transaction,LTD,FTD,Net_Amount,No_transaction_last_sixmonth,Tenure_days,Avg_diff_btw_trans,Recency,Tenure_FTD_days,Avg_no_transaction_sixmonth,No_Coupon_Trans,LTV_margin,marketinghomestoreid,Percent_change_tenure,Segment
8812855,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,25,2018-01-13,2017-10-18,459.96,25,87,3.48,10,97,46.39175,19,87.92,4096,-46.11111,A1
8826630,"Bird,Cat,Dog,Small Animal",4,False,19,2018-01-10,2017-10-21,350.23,19,81,4.26316,13,94,36.38298,2,156.83,9026,-47.77778,A1
8874257,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,32,2018-01-13,2017-11-05,680.6,32,69,2.15625,10,79,72.91139,1,288.97,62,-56.11111,A1
8884895,"Fish,Reptile",5,False,18,2018-01-13,2017-11-07,260.4,18,67,3.72222,10,77,42.07792,0,154.06,179,-57.22222,A1
8918763,Reptile,5,False,16,2017-10-09,2017-08-05,340.6,16,65,4.0625,106,171,16.84211,1,340.6,127,-5.0,A1
9000092,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,27,2018-01-10,2017-11-28,662.88,27,43,1.59259,13,56,86.78571,5,246.15,165,-68.88889,A1
938592,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,79,2018-01-02,2015-08-11,3578.07,17,875,11.07595,21,896,15.87054,1,1260.8648,103,7.11674,A1
93967,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,47,2017-12-31,2015-07-26,1575.46,18,889,18.91489,23,912,9.27632,13,736.8038,185,94.04255,A1
962211,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,182,2018-01-08,2015-08-19,7225.35,37,873,4.7967,15,888,36.89189,4,2613.3691,62,0.29304,A1
2356775,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,134,2018-01-13,2015-07-27,2080.66,32,901,6.72388,10,911,26.4764,4,754.4845,119,20.86235,A1
237493,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,73,2018-01-12,2015-08-11,823.75,17,885,12.12329,11,896,14.66518,1,472.49935,189,15.92085,A2
6558948,"Bird,Cat,Dog,Fish,Reptile",4,False,248,2018-01-06,2015-07-27,7539.41,39,894,3.60484,17,911,49.0011,8,3011.139,20,-20.40995,A1
6568087,"Bird,Cat,Dog,Small Animal",4,False,26,2017-12-30,2016-05-21,808.34,16,588,22.61538,24,612,7.64706,3,319.084,182,109.23077,A2
6618727,"Fish,Reptile",5,False,32,2017-12-29,2017-04-10,638.27,19,263,8.21875,25,288,20.0,3,372.35,51,-5.0,A1
6686525,"Dog,Fish,Reptile,Small Animal",5,False,28,2017-11-16,2017-02-15,522.93,19,274,9.78571,68,342,14.73684,0,309.87,4069,28.92857,A1
6692493,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,135,2018-01-12,2016-08-05,3682.4,72,525,3.88889,11,536,45.33582,20,1326.56,9009,58.81481,A1
6705974,"Cat,Dog,Fish,Wild Bird",4,False,78,2018-01-12,2015-08-02,2470.4,19,894,11.46154,11,905,15.51381,27,499.5459,248,22.47151,A2
6778730,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,155,2018-01-11,2015-08-11,3788.92,31,884,5.70323,12,896,31.13839,9,1284.1501,120,-0.44444,A1
6903935,"Bird,Cat,Dog,Fish,Wild Bird",4,False,26,2018-01-03,2016-01-29,648.88,16,705,27.11538,20,725,6.45517,2,306.85262,49,147.86325,A2
316198,"Bird,Cat,Dog,Fish,Small Animal",4,False,62,2017-12-31,2015-08-01,1344.08,19,883,14.24194,23,906,12.31788,1,708.9534,227,54.24731,A1
3168765,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,46,2018-01-06,2015-08-02,1481.57,22,888,19.30435,17,905,9.14917,0,553.40807,20,140.45894,A2
3172612,"Bird,Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,44,2018-01-10,2016-09-02,781.78,19,495,11.25,13,508,15.59055,4,359.582,145,21.86869,A1
3199496,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,114,2018-01-12,2015-07-28,5402.83,19,899,7.88596,11,910,22.54945,19,2088.20198,13,-15.74074,A1
3216882,"Bird,Cat,Dog,Wild Bird",4,False,221,2018-01-13,2015-07-27,3881.08,34,901,4.07692,10,911,43.6663,2,421.52115,90,-22.13675,A2
3217607,"Cat,Reptile,Small Animal",5,False,47,2018-01-12,2017-01-07,1046.2,18,370,7.87234,11,381,22.20472,17,555.75,4023,-18.93617,A1
3238134,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,108,2018-01-06,2015-07-28,3173.06,20,893,8.26852,17,910,21.36264,35,1088.37568,115,-6.3786,A1
3247006,"Bird,Dog,Fish,Reptile,Small Animal",5,False,68,2018-01-13,2016-09-24,3406.85,41,476,7.0,10,486,25.18519,40,1430.18,9052,62.79412,A1
3248394,"Cat,Dog,Fish,Wild Bird",4,False,93,2018-01-11,2015-08-06,3520.71,20,889,9.55914,12,901,18.57936,11,912.6901,141,7.64636,A1
3275939,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,64,2018-01-06,2015-08-08,926.71,18,882,13.78125,17,899,12.81424,1,304.23781,7017,40.46875,A2
3276132,"Bird,Cat,Dog,Small Animal",4,False,73,2018-01-05,2015-07-26,3165.58,21,894,12.24658,18,912,14.40789,15,1713.72,41,45.75342,A1
3301657,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,90,2018-01-08,2015-07-26,4123.29,30,897,9.96667,15,912,17.76316,1,1384.4827,7011,68.88889,A1
3362451,"Bird,Cat,Dog,Small Animal",4,False,118,2018-01-11,2016-01-09,3406.07,26,733,6.21186,12,745,28.51007,1,1300.22152,213,-8.80414,A1
3447353,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,26,2018-01-05,2016-05-22,920.81,19,593,22.80769,18,611,7.65957,7,403.8424,4057,148.05556,A2
3450014,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,82,2018-01-05,2015-08-02,1607.9,17,887,10.81707,18,905,16.30939,1,587.5321,222,4.23442,A2
3459164,"Dog,Fish,Reptile,Small Animal",5,False,73,2017-12-23,2015-08-12,3641.21,17,864,11.83562,31,895,14.68156,19,973.0286,7012,15.79148,A1
4991935,"Cat,Dog,Fish,Wild Bird",4,False,99,2018-01-08,2015-07-29,2721.17,47,894,9.0303,15,909,19.60396,11,872.45044,103,139.74747,A1
513758,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,52,2018-01-11,2015-11-20,2286.64,26,783,15.05769,12,795,11.77358,0,707.0049,8028,120.83333,A1
5144220,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,117,2018-01-13,2015-08-04,3011.35,24,893,7.63248,10,903,23.32226,14,1091.1072,226,2.90598,A1
5168404,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,82,2018-01-12,2015-07-29,2716.03,23,898,10.95122,11,909,16.23762,6,1047.4679,9044,41.64634,A1
5184440,"Bird,Cat,Dog,Wild Bird",4,False,63,2018-01-03,2015-08-17,939.92,17,870,13.80952,20,890,12.74157,1,415.53206,48,33.42152,A2
5185902,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,194,2018-01-09,2015-07-27,3559.12,32,897,4.62371,14,911,38.3315,4,1073.00444,105,-16.51775,A1
5209398,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,58,2017-11-17,2017-08-29,1414.18,58,80,1.37931,67,147,71.02041,10,565.365,8057,-18.33333,A1
5234632,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,104,2018-01-12,2015-08-29,1871.5,44,867,8.33654,11,878,21.32118,2,623.57952,247,106.36752,A1
5264760,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,42,2017-12-27,2015-08-07,582.13,19,873,20.78571,27,900,8.4,0,278.7675,4114,126.19048,A2
5291149,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,43,2017-12-26,2016-10-12,2113.15,20,440,10.23256,28,468,16.53846,0,1049.11,4046,20.93023,A1
3507706,"Bird,Cat,Dog,Fish,Reptile",4,False,77,2018-01-04,2015-08-12,3232.66,17,876,11.37662,19,895,15.48603,4,1058.63903,5,9.77633,A1
3571366,"Bird,Cat,Dog,Fish,Wild Bird",4,False,52,2018-01-05,2015-07-27,2274.31,16,893,17.17308,18,911,10.27442,0,707.74625,217,55.7265,A1
360298,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,243,2017-12-16,2015-07-27,5672.74,23,873,3.59259,38,911,48.01317,8,2120.0965,9035,-52.09648,A1
367682,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,42,2018-01-06,2015-08-14,1577.73,16,876,20.85714,17,893,8.46585,1,629.68353,51,88.99471,A1
3713176,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,38,2018-01-11,2015-07-28,992.82,16,898,23.63158,12,910,7.51648,1,370.237,54,112.8655,A2
3733597,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,41,2018-01-10,2015-08-21,1148.39,20,873,21.29268,13,886,8.32957,1,656.4255,179,140.1084,A1
3744648,"Cat,Small Animal,Wild Bird",5,False,48,2017-12-24,2016-08-22,101.07,25,489,10.1875,30,519,16.6474,44,-129.8525,108,50.17361,A3
3751826,"Bird,Cat,Dog,Fish,Small Animal",4,False,31,2018-01-13,2016-10-09,660.54,17,461,14.87097,10,471,11.84713,2,278.05,4066,43.49462,A2
3804721,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,68,2018-01-11,2015-07-30,3889.25,17,896,13.17647,12,908,13.48018,2,879.32655,67,26.11111,A1
3813661,"Cat,Dog,Fish,Wild Bird",4,False,91,2018-01-02,2015-08-01,3028.91,36,885,9.72527,21,906,18.07947,45,847.8025,9033,99.12088,A1
3868687,"Bird,Cat,Dog,Wild Bird",4,False,56,2018-01-13,2015-08-05,2857.45,23,892,15.92857,10,902,11.17517,11,624.9229,221,105.81349,A2
6920319,"Cat,Dog,Small Animal,Wild Bird",4,False,108,2018-01-13,2015-07-28,4887.51,24,900,8.33333,10,910,21.36264,11,1978.4275,83,12.34568,A1
1001671,"Dog,Fish,Reptile,Small Animal",5,False,18,2017-12-21,2016-09-09,1025.7,17,468,26.0,33,501,6.46707,2,584.95,44,162.87037,A1
1072277,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,45,2018-01-05,2015-08-07,2744.93,16,882,19.6,18,900,9.0,1,1249.282,9044,77.77778,A1
7004906,"Bird,Cat,Dog,Small Animal",4,False,41,2018-01-07,2016-09-28,1411.77,18,466,11.36585,16,482,15.3112,8,406.5505,4050,17.56098,A1
7011149,"Bird,Cat,Dog,Reptile",4,False,54,2018-01-03,2015-08-14,4229.66,18,873,16.16667,20,893,10.88466,8,1838.7939,9074,65.37037,A1
7060955,"Cat,Reptile,Small Animal",5,False,39,2018-01-08,2017-03-11,552.78,23,303,7.76923,15,318,22.07547,0,239.24,4054,4.18803,A1
1094317,"Dog,Fish,Wild Bird",5,False,153,2018-01-10,2015-08-27,4473.19,24,867,5.66667,13,880,31.29545,0,1939.12848,135,-23.31155,A1
1105367,"Cat,Dog,Fish,Wild Bird",4,False,152,2018-01-12,2015-07-26,7507.48,41,901,5.92763,11,912,30.0,13,2587.9778,9034,36.66667,A1
5459454,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,84,2018-01-03,2015-08-13,4317.68,17,874,10.40476,20,894,16.91275,3,2004.419,32,0.51587,A1
5475654,"Bird,Cat,Dog,Fish,Reptile",4,False,190,2018-01-12,2015-08-26,2353.56,61,870,4.57895,11,881,38.81952,0,1065.0581,240,57.13743,A1
5527601,"Cat,Dog,Small Animal,Wild Bird",4,False,38,2018-01-10,2015-08-06,1207.74,18,888,23.36842,13,901,7.59156,0,518.461,8013,137.10526,A2
5532654,"Dog,Fish,Reptile,Small Animal",5,False,21,2018-01-01,2015-12-12,737.28,16,751,35.7619,22,773,4.89004,0,310.14,12,227.19577,A2
5579293,"Bird,Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,63,2018-01-04,2015-08-05,2139.36,17,883,14.01587,19,902,12.57206,14,673.40018,8045,35.22046,A1
3976282,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,60,2018-01-11,2015-11-12,1163.44,16,791,13.18333,12,803,13.44956,1,525.01128,53,18.96296,A2
4039418,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,81,2018-01-12,2015-08-04,3564.76,18,892,11.01235,11,903,16.14618,2,890.89016,232,11.48148,A1
4060017,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,36,2018-01-11,2016-01-08,797.47,17,734,20.38889,12,746,8.68633,5,380.27309,4012,95.70988,A2
2470142,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,171,2018-01-12,2015-08-12,3673.76,34,884,5.16959,11,895,34.39106,33,1027.26327,101,-1.1371,A1
2492517,"Cat,Reptile,Small Animal",5,False,28,2018-01-05,2016-07-23,197.66,20,531,18.96429,18,549,9.18033,0,132.22,190,117.85714,A2
2526436,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,69,2018-01-05,2015-07-31,3994.1,19,889,12.88406,18,907,13.6935,27,1350.33,25,38.75201,A1
2577968,"Bird,Cat,Dog,Small Animal",4,False,74,2018-01-05,2015-07-27,2674.09,22,893,12.06757,18,911,14.6213,14,831.15444,53,50.46547,A1
7230506,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,112,2018-01-12,2017-04-08,1621.13,77,279,2.49107,11,290,69.51724,8,465.24,248,10.76389,A1
7237222,"Reptile,Wild Bird",5,False,32,2018-01-08,2017-04-29,200.75,21,254,7.9375,15,269,21.41264,0,178.79,8006,-1.92708,A2
7265509,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,91,2018-01-09,2015-07-30,2855.72,24,894,9.82418,14,908,18.03965,3,1045.0003,152,33.04029,A1
7295664,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,67,2018-01-08,2016-12-29,1008.03,27,375,5.59701,15,390,30.92308,11,307.655,9046,-12.68657,A1
7327893,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,55,2017-12-29,2016-03-22,1912.94,20,647,11.76364,25,672,14.73214,21,675.62,200,35.75758,A1
118854,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,95,2017-12-31,2015-08-15,14726.9,23,869,9.14737,23,892,19.1704,7,2814.5914,77,19.97661,A1
134738,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,41,2018-01-12,2016-02-17,995.47,18,695,16.95122,11,706,10.45326,2,326.7055,230,72.19512,A2
1381245,"Bird,Cat,Dog,Wild Bird",4,False,95,2018-01-09,2015-07-29,2665.25,33,895,9.42105,14,909,18.81188,19,904.05018,8014,75.42105,A1
1392338,"Cat,Dog,Fish,Wild Bird",4,False,100,2018-01-12,2015-07-26,2832.39,17,901,9.01,11,912,19.73684,29,807.2054,211,-13.86667,A1
142066,"Dog,Reptile,Small Animal,Wild Bird",5,False,74,2018-01-03,2015-07-28,2253.51,25,890,12.02703,20,910,14.63736,10,664.99858,129,70.7958,A1
5638474,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,157,2018-01-13,2015-08-11,3746.9,23,886,5.64331,10,896,31.54018,12,1106.66663,8026,-27.07714,A1
5641063,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,45,2018-01-11,2015-08-28,1623.29,16,867,19.26667,12,879,9.21502,2,616.8781,7012,73.62963,A2
5660962,"Cat,Dog,Fish,Wild Bird",4,False,44,2018-01-12,2015-08-16,2046.29,27,880,20.0,11,891,8.88889,14,492.6368,8020,203.75,A2
5675071,"Cat,Dog,Small Animal,Wild Bird",4,False,90,2017-12-08,2015-07-31,2199.79,21,861,9.56667,46,907,17.86108,55,677.5928,4055,17.57407,A1
5849579,"Bird,Cat,Dog,Fish",4,False,87,2018-01-10,2015-08-01,13619.95,18,893,10.26437,13,906,17.28477,8,4395.0897,129,4.13793,A1
5880323,"Bird,Cat,Dog,Fish,Small Animal",4,False,108,2018-01-07,2015-07-27,3457.66,18,895,8.28704,16,911,21.33919,14,435.85085,1,-15.64815,A2
5909900,"Bird,Cat,Dog,Reptile,Small Animal",4,False,40,2017-12-31,2015-08-19,1366.4,21,865,21.625,23,888,8.10811,8,610.27,182,159.0,A2
406788,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,118,2017-12-20,2015-07-29,6131.91,26,875,7.41525,34,909,23.36634,28,1814.3826,197,11.27119,A1
4109916,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,87,2018-01-09,2015-08-03,4702.13,26,890,10.22989,14,904,17.32301,11,1570.5297,130,50.0894,A1
41537,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,300,2018-01-12,2015-07-31,4967.72,50,896,2.98667,11,907,59.53693,59,550.49719,9041,-16.01852,A2
421113,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,142,2018-01-10,2015-07-26,2999.82,17,899,6.33099,13,912,28.02632,16,392.28607,9060,-39.34272,A2
4232676,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,37,2018-01-11,2016-08-05,1829.68,16,524,14.16216,12,536,12.42537,5,827.75865,4074,28.76877,A1
4252586,"Dog,Fish,Reptile,Small Animal",5,False,123,2018-01-13,2015-07-30,1431.64,26,898,7.30081,10,908,24.38326,1,827.96,131,6.63053,A1
4263586,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,73,2018-01-07,2015-07-28,2070.78,21,894,12.24658,16,910,14.43956,11,747.61853,56,45.43379,A1
4266049,"Dog,Small Animal,Wild Bird",5,False,121,2017-12-28,2015-07-26,5111.23,21,886,7.32231,26,912,23.88158,41,2245.63204,87,-12.06612,A1
4342119,"Bird,Cat,Dog,Wild Bird",4,False,67,2018-01-02,2016-01-21,1320.95,20,712,10.62687,21,733,16.45293,8,189.6723,9012,21.55887,A2
4359654,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,256,2018-01-11,2015-07-31,4976.61,73,895,3.49609,12,907,50.80485,49,1204.98931,66,43.68707,A1
2654058,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,139,2018-01-10,2015-08-09,3510.54,40,885,6.36691,13,898,27.86192,4,1459.58912,29,43.56515,A1
2667070,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,55,2018-01-12,2015-10-11,681.13,16,824,14.98182,11,835,11.85629,1,401.25444,9049,34.94949,A2
2767546,"Cat,Dog,Fish,Wild Bird",4,False,97,2017-12-08,2015-07-26,4662.63,30,866,8.92784,46,912,19.14474,35,248.4652,9003,56.70103,A2
2780386,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,80,2018-01-13,2015-08-08,3382.72,21,889,11.1125,10,899,16.0178,2,1501.7843,23,31.10417,A1
2781656,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,140,2018-01-07,2015-08-01,6648.04,23,890,6.35714,16,906,27.81457,4,2544.3663,166,-17.30952,A1
2802191,"Bird,Cat,Dog,Wild Bird",4,False,170,2018-01-10,2015-07-27,7268.0,46,898,5.28235,13,911,33.58946,4,2784.77319,8031,36.94771,A1
2814727,"Bird,Cat",5,False,25,2018-01-12,2016-11-15,413.42,18,423,16.92,11,434,10.36866,4,132.53,9027,73.6,A2
2851210,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,69,2018-01-09,2015-07-26,653.15,21,898,13.01449,14,912,13.61842,0,359.25911,23,54.2029,A2
750655,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,200,2018-01-13,2016-05-29,3541.08,67,594,2.97,10,604,59.60265,9,837.8349,4029,12.41111,A1
7545939,"Bird,Dog,Fish,Reptile",5,False,34,2018-01-12,2016-12-02,680.15,32,406,11.94118,11,417,14.67626,2,292.64,171,118.03922,A1
7567001,"Cat,Dog,Fish,Wild Bird",4,False,48,2018-01-09,2017-04-08,497.6,45,276,5.75,14,290,29.7931,14,38.47,9043,51.04167,A2
7665476,"Cat,Fish,Small Animal",5,False,46,2018-01-06,2016-11-22,542.33,18,410,8.91304,17,427,19.3911,0,207.52,4054,-7.17391,A2
7683185,"Fish,Reptile",5,False,24,2018-01-09,2016-11-02,359.48,19,433,18.04167,14,447,9.66443,0,204.85,68,96.59722,A2
7715806,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,29,2018-01-13,2017-05-07,451.51,19,251,8.65517,10,261,20.0,5,104.58,120,-5.0,A2
7724515,"Bird,Dog,Fish,Reptile,Small Animal",5,False,30,2018-01-10,2017-05-21,1196.02,20,234,7.8,13,247,21.86235,14,697.93,4085,-8.51852,A1
7768006,"Dog,Fish,Reptile,Small Animal",5,False,32,2017-11-18,2017-05-26,741.89,16,176,5.5,66,242,23.80165,2,429.7,167,-32.77778,A1
1504611,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,121,2018-01-06,2015-07-31,5652.19,31,890,7.35537,17,907,24.01323,71,1317.19652,60,29.0955,A1
150515,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,168,2018-01-13,2015-08-01,5553.51,41,896,5.33333,10,906,33.37748,2,1852.25378,42,22.8373,A1
151483,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,44,2018-01-11,2017-04-21,494.32,23,265,6.02273,12,277,28.59206,0,309.56,67,-19.55808,A1
1522777,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,167,2018-01-12,2015-08-03,3302.29,49,893,5.34731,11,904,33.25221,10,1219.73357,85,47.35862,A1
1526640,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,62,2018-01-12,2015-08-01,4270.72,16,895,14.43548,11,906,12.31788,4,1905.4552,9035,29.89247,A1
1526776,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,106,2018-01-12,2015-07-28,2419.97,24,899,8.48113,11,910,20.96703,4,841.1675,116,14.46541,A1
1528307,"Cat,Small Animal,Wild Bird",5,False,75,2018-01-06,2015-08-01,2084.47,22,889,11.85333,17,906,14.90066,2,473.4279,9036,47.64444,A2
2906005,"Bird,Cat,Dog,Small Animal",4,False,112,2018-01-13,2015-07-31,3159.9,19,897,8.00893,10,907,22.22712,26,1309.8601,9028,-14.51885,A1
5949607,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,68,2018-01-05,2015-07-28,3413.83,18,892,13.11765,18,910,13.45055,4,1140.56376,182,33.82353,A1
6034363,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,52,2018-01-09,2015-08-02,2000.97,20,891,17.13462,14,905,10.34254,2,638.78984,51,93.37607,A1
6057143,"Dog,Reptile,Small Animal",5,False,31,2018-01-12,2015-08-21,177.6,28,875,28.22581,11,886,6.29797,0,157.58754,182,344.58781,A2
6070878,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,101,2018-01-12,2015-08-06,3441.78,22,890,8.81188,11,901,20.17758,6,1269.80826,42,9.0319,A1
6239060,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,166,2018-01-06,2015-07-29,5829.28,18,892,5.37349,17,909,32.87129,9,2364.2916,4100,-45.24096,A1
4395047,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,68,2018-01-10,2015-08-15,1252.25,24,879,12.92647,13,892,13.72197,18,439.8262,9040,74.90196,A2
4539374,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,24,2018-01-13,2017-05-01,789.86,19,257,10.70833,10,267,16.17978,0,268.94,8016,17.43056,A1
456951,"Bird,Cat,Dog,Fish,Reptile",4,False,65,2018-01-09,2015-08-05,2466.16,21,888,13.66154,14,902,12.97118,0,1169.4831,205,61.89744,A1
4638525,"Bird,Cat,Fish,Reptile,Small Animal,Wild Bird",5,False,83,2018-01-07,2015-07-28,2287.75,27,894,10.77108,16,910,16.41758,4,1325.61249,49,64.45783,A1
7809226,"Bird,Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,32,2018-01-12,2017-05-31,356.25,27,226,7.0625,11,237,24.3038,3,165.68,4087,11.09375,A1
8001905,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,53,2018-01-13,2017-06-28,1081.93,47,199,3.75472,10,209,45.64593,5,428.96,8,2.96646,A1
8056174,"Fish,Reptile",5,False,19,2018-01-06,2017-07-12,358.02,16,178,9.36842,17,195,17.53846,0,200.35,204,-8.77193,A1
8103607,"Dog,Fish,Reptile,Small Animal",5,False,45,2018-01-11,2017-08-03,695.42,45,161,3.57778,12,173,46.82081,2,291.213,152,-3.88889,A1
811418,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,99,2018-01-04,2015-08-26,1462.78,28,862,8.70707,19,881,20.22701,21,422.17,66,38.42873,A2
833837,"Cat,Dog,Fish,Wild Bird",4,False,81,2018-01-11,2015-08-09,3975.06,22,886,10.93827,12,898,16.23608,47,503.4091,117,35.50069,A2
8578913,"Bird,Small Animal,Wild Bird",5,False,16,2018-01-12,2017-08-01,23.6,16,164,10.25,11,175,16.45714,0,15.24,4114,-2.77778,A3
1689399,"Bird,Dog,Fish,Small Animal,Wild Bird",5,False,173,2018-01-13,2015-07-29,2032.8,24,899,5.19653,10,909,34.25743,0,1263.22676,9046,-29.9422,A1
1703664,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,72,2018-01-10,2015-07-26,5064.94,16,899,12.48611,13,912,14.21053,4,1572.49949,48,12.59259,A1
1760249,"Bird,Dog,Small Animal",5,False,50,2018-01-13,2016-12-24,2301.25,25,385,7.7,10,395,22.78481,1,832.33,4065,9.72222,A1
1908913,"Bird,Cat,Dog,Fish,Small Animal",4,False,111,2018-01-10,2015-07-27,5771.99,23,898,8.09009,13,911,21.93194,36,1832.547,9040,4.86987,A1
1943509,"Bird,Cat,Dog,Wild Bird",4,False,60,2018-01-10,2015-08-05,1340.13,16,889,14.81667,13,902,11.97339,0,388.44256,120,33.62963,A2
1988046,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,63,2017-12-30,2015-07-30,1558.14,16,884,14.03175,24,908,12.48899,4,740.9496,8055,28.11287,A1
6299998,"Bird,Cat",5,False,97,2018-01-12,2015-08-03,1203.68,31,893,9.20619,11,904,19.31416,2,207.8906,49,60.50401,A2
6302938,"Bird,Fish",5,False,29,2017-12-21,2016-09-30,765.7,28,447,15.41379,33,480,10.875,2,378.3,9015,157.47126,A1
2918268,"Cat,Dog,Reptile,Wild Bird",4,False,142,2018-01-04,2015-08-22,12310.52,31,866,6.09859,19,885,28.88136,9,4417.7746,8056,7.33568,A1
296705,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,126,2018-01-04,2016-10-08,835.95,42,453,3.59524,19,472,48.05085,123,-256.2,128,-12.59259,A3
2967516,"Cat,Dog,Fish,Wild Bird",4,False,38,2018-01-10,2016-09-09,849.52,21,488,12.84211,13,501,13.65269,7,193.8348,4103,53.81579,A2
2971945,"Cat,Fish,Reptile,Small Animal",5,False,46,2018-01-03,2015-11-15,409.96,22,780,16.95652,20,800,10.35,1,123.12476,4002,112.56039,A2
3060303,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,123,2018-01-13,2015-08-01,8601.76,25,896,7.28455,10,906,24.43709,44,2329.2386,68,2.30352,A1
